acousticness,danceability,energy,instrumentalness,liveness,speechiness,valence,tempo
1.2787875622949492,1.2337397962296548,-1.3499259394033394,-0.267236062237289,-0.4670650699700897,-0.2559494750092436,2.4835666286483487,-0.8353879583801157
1.146156134942018,-0.7721361918992388,-1.3923520165392842,-0.267236062237289,-0.5989770933896763,-0.8666282596861622,0.168389712449935,1.7004511418475603
1.7761554148684424,0.859653599086646,-2.124201847134332,-0.267236062237289,-0.5110357444432853,-0.7866379400031293,1.4809690938092865,-0.8674366514023188
2.0745761264125386,-1.5912559684020346,-1.3287129008353669,-0.267236062237289,-0.6479729878026657,0.6471670375411291,-0.7131211635921388,2.0142353168432345
3.065167099454746,0.09213191874150657,-1.7900964896887666,-0.267236062237289,3.201345486079367,-0.8021199373611355,-0.30626999003425875,-0.21404621160450985
2.538786122147799,-0.10136094184970523,-1.588572623293029,-0.267236062237289,1.097034636290723,-0.5698899769910397,1.568151488143118,-0.8878745607810493
1.005235243379528,-0.5463945212094924,-1.440081353317222,-0.267236062237289,-0.700109644678026,-0.356582457836285,0.19745051056121218,-1.8854130230207113
1.6228003269916151,0.537165498101293,-1.1908281501435465,-0.267236062237289,-0.5550064189164807,-0.8416850417204853,0.5219627561371405,0.23463549070633552
2.2279312142893652,-0.30775332648033116,-1.5302367672311048,-0.267236062237289,-0.2346486477546275,-0.9122141407958477,-1.1296592698537782,-0.6724340895163643
2.2279312142893652,-0.44964809091388647,-1.6787280372069113,-0.267236062237289,-0.5675694687659651,-0.8244828224338115,0.289476371246923,-1.8191912664674048
2.9201014757874773,-0.30775332648033116,-2.08707902964038,-0.267236062237289,-0.360279146249472,-0.627517411601397,-0.2578353265154634,-1.6955016249405699
1.3948400612287644,-0.5721935692883207,-2.0923822892823734,-0.267236062237289,-0.3351530465505031,-0.8055603812184704,0.9772485932138159,0.8067138179220976
0.7192487281497693,-1.7911985910129535,-1.646908479354953,-0.267236062237289,-0.6454603778327687,-0.8803900351155013,-0.9601379475379948,-0.6270897672746643
2.6797070137102885,-0.4883466630321288,-1.2544672658474638,-0.267236062237289,-0.5550064189164807,-0.8614675939001603,0.5946147514153335,0.16094181029413795
0.706814531835432,-0.3787007086971088,-1.3605324586873255,-0.267236062237289,-0.5926955684649341,-0.8846905899371698,0.6624232803416469,-1.0482645342030241
2.3066811242801686,0.16952906297799128,-1.3605324586873255,-0.267236062237289,-0.5173172693680274,-0.8709288145078307,-1.027946476464308,-0.4286442600811823
3.3138510257414926,-1.8040981150523676,-2.1613246646282835,-0.2657242934196238,-0.5612879438412229,-0.9070534750098456,-0.8487382214447656,-1.0023341787174893
-0.15114501385384388,1.2917876544070184,-0.28397075136272665,-0.267236062237289,-0.5989770933896763,-0.8846905899371698,0.5946147514153335,-1.0455541304502893
3.193653794702898,-1.7589497809144183,-1.9332845000225805,-0.26005007592910445,-0.5110357444432853,-0.7032071764627615,-1.1877808660763325,1.5724395051474467
0.24674926820495074,0.13083049085974893,-0.1672990392388784,-0.267236062237289,-0.719582371944727,-0.886410811865837,0.9820920595656953,-1.1544098054925611
1.3036559549236237,-0.18520784810589702,-0.8514195330559882,-0.26719565801238643,3.132248711907202,-0.8726490364364982,0.7205448765642007,-0.9149419712306589
0.08924944822334462,0.14373001489916304,1.248671285173279,-0.267236062237289,-0.7377987942264793,-0.7470728356437796,1.5633080217912385,-0.9712011626387779
3.0776012957690835,-0.8688826221948447,-2.3787583099500007,-0.267236062237289,-0.5110357444432853,-0.7797570522884597,0.362128366525116,-1.5799065675942008
-0.5469669298602489,-0.32710261253945233,0.2728715110465486,-0.267236062237289,-0.6354099379531812,-0.7479329466081132,-0.8003035579259703,-1.1552156012028338
